ID,score1,score2,score3,score4
1348,0,0,1,0
1349,1,2,0,1
1350,0,1,0,0
1351,0,1,0,0
1352,0,0,0,0
1353,0,0,0,0
1354,0,0,0,0
1355,0,0,0,0
1356,2,0,0,1
1357,0,0,0,0
1358,1,0,0,0
1359,0,1,0,0
1360,0,0,0,0
1361,0,0,0,0
1362,0,0,0,3
1363,0,0,0,1
1364,3,3,3,6
1365,3,3,1,6
1366,0,0,0,1
1367,0,0,0,0
1368,0,0,0,0
1369,1,0,0,3
1370,0,1,0,1
1371,0,1,2,0
1372,1,0,0,0
1373,0,1,0,0
1374,0,2,2,4
1375,4,2,3,1
1376,0,1,0,0
1377,1,0,0,0
1378,0,0,1,0
1379,0,1,1,0
1380,0,0,2,0
1381,0,0,0,1
1382,0,0,0,0
1383,1,0,0,0
1384,1,0,0,1
1385,0,0,-1,-1
1386,2,6,4,0
1387,1,3,1,3
1388,0,0,0,0
1389,0,0,0,1
1390,0,1,2,1
1391,0,0,0,0
1392,6,6,5,1
1393,0,0,0,2
1394,0,0,0,0
1395,0,1,0,1
1396,1,0,0,0
1397,0,0,0,0
1398,2,2,2,0
1399,0,0,0,0
1400,2,2,0,2
1401,1,0,0,0
1402,0,0,0,0
1403,3,0,1,1
1404,0,0,1,0
1405,-2,-4,-5,0
1406,0,1,0,0
1407,0,0,1,1
1408,0,1,0,0
1409,-2,0,0,0
1410,0,0,0,0
1411,3,0,0,0
1412,1,4,0,0
1413,0,0,0,1
1414,0,0,0,0
1415,1,0,0,0
1416,0,1,0,0
1417,2,4,12,1
1418,0,4,1,0
1419,0,0,2,0
1420,1,0,0,0
1421,0,0,0,0
1422,0,1,1,0
1423,1,0,0,0
1424,0,1,1,7
1425,0,2,0,0
1426,3,3,3,2
1427,0,0,0,0
1428,0,0,0,0
1429,0,0,0,0
1430,0,0,0,0
1431,0,0,0,2
1432,0,0,0,0
1433,0,0,0,0
1434,4,0,0,3
1435,0,0,1,0
1436,0,0,0,1
1437,1,0,0,0
1438,1,0,0,2
1439,0,0,6,0
1440,0,0,0,1
1441,3,0,0,0
1442,0,0,0,0
1443,0,0,0,0
1444,1,1,0,3
1445,3,0,0,1
1446,6,0,11,3
1447,2,0,4,2
1448,0,0,0,0
1449,1,0,1,2
1450,0,0,1,0
1451,0,0,0,0
1452,0,0,0,1
1453,0,0,0,0
1454,0,1,0,0
1455,2,0,2,0
1456,0,0,0,0
1457,0,1,0,0
1458,2,0,8,0
1459,0,-3,-1,0
1460,0,0,0,0
1461,0,0,0,0
1462,0,0,0,0
1463,0,0,0,0
1464,2,0,4,2
1465,0,0,0,1
1466,0,0,0,0
1467,0,1,0,0
1468,2,2,2,4
1469,3,1,2,3
1470,1,0,2,4
1471,2,1,0,0
1472,2,2,2,2
1473,0,0,5,0
1474,0,0,0,4
1475,0,0,1,3
1476,4,0,0,1
1477,0,0,0,0
1478,0,0,0,0
1479,0,0,0,0
1480,0,5,0,3
1481,1,0,0,1
1482,0,1,0,1
1483,2,1,1,12
1484,0,2,8,0
1485,3,0,0,8
1486,2,0,2,2
1487,0,0,0,0
1488,2,0,0,0
1489,0,2,0,1
1490,0,0,0,1
1491,0,0,1,0
1492,0,0,-3,0
1493,0,0,0,0
1494,0,0,4,0
1495,0,1,0,0
1496,8,7,7,10
1497,2,0,0,0
1498,6,0,0,0
1499,0,0,0,2
1500,1,1,1,2
